"ID","campaign","volume","Date","area","tnc_mgperg","mass_noTNC","sla_free","lma_free","leafstarch","leafsugar","percstarch"
"6-6",2,"15",2013-03-22,18.74,159.71143702,0.1176403988172,159.299017925975,0.00627750260497332,0.016282325584,0.0060772755988,11.63023256
"6-6",3,"15",2013-04-08,19.57,178.97139313,0.18473143654575,105.937572759325,0.00943952154040623,0.0242466402825,0.01602192317175,10.77628457
"6-6",4,"15",2013-04-17,24.54,176.70803017,0.2305217515524,106.454162501979,0.00939371440718826,0.0256731034476,0.023805145,9.168965517
"6-6",5,"15",2013-05-01,22.42,139.97427169,0.2064061747944,108.620781438988,0.00920634142704728,0.0159619834704,0.0176318417352,6.650826446
"6-6",6,"15",2013-05-16,20.1,138.52683857,0.172294632286,116.660627979606,0.00857187225303483,0.009495652174,0.01820971554,4.747826087
"6-7",1,"25",2013-03-07,23.7,161.84941109,0.1592486118929,148.823903193197,0.00671935071278059,0.02261469965,0.0081366884571,11.9024735
"6-7",2,"25",2013-03-22,23.8,229.48040852,0.2080402896996,114.400917410594,0.00874118864284034,0.045503660385,0.0164560499154,16.85320755
"6-7",3,"25",2013-04-08,19.4505,209.2677686,0.181868413222,106.948203128916,0.00935032072296342,0.033063398449,0.015068188329,14.37539063
"6-7",4,"25",2013-04-17,27.76,148.55585514,0.2043465947664,135.847627075626,0.00736118857227666,0.0239331645576,0.011720240676,9.972151899
"6-7",5,"25",2013-05-01,18.31,171.3744777,0.132580083568,138.105207865621,0.00724085655750956,0.013984225352,0.01343569108,8.740140845
"6-7",6,"25",2013-05-16,24.16,153.4184518,0.21164538705,114.153208518985,0.00876015674875828,0.022358744395,0.015995868555,8.943497758
"7-1",1,"15",2013-03-07,18.5,119.62162037,0.1144491893519,161.643783628013,0.00618644266767027,0.0090404166671,0.006510393981,6.954166667
"7-1",3,"15",2013-04-08,18.865,166.62969604,0.1541735062326,122.362139001617,0.00817246256202491,0.020437058817,0.0103894349504,11.04705882
"7-1",4,"15",2013-04-17,13.94,183.04604125,0.114373554225,121.881322080598,0.00820470259863702,0.015641328668,0.009985117107,11.17237762
"7-1",5,"15",2013-05-01,18.52,172.0743166,0.173864393514,106.51979755998,0.00938792621565875,0.023576425236,0.01255918125,11.22686916
"7-1",6,"15",2013-05-16,16.53,250.0841373,0.14998317254,110.212363960974,0.00907339216817907,0.02909142858,0.02092539888,14.54571429
"7-3",2,"25",2013-03-22,9.46,111.9276862,0.053284338828,177.538094833766,0.0056325939564482,0.0020606639004,0.0046549972716,3.434439834
"7-3",3,"25",2013-04-08,7.74,172.49899114,0.0496500605316,155.891048613603,0.0064147365027907,0.0058866403164,0.004463299152,9.811067194
"7-3",4,"25",2013-04-17,10.5,138.88288843,0.0602781978099,174.192334567035,0.0057407807438,0.0058808677683,0.0038409344218,8.401239669
"7-3",5,"25",2013-05-01,18.7,162.47898991,0.1423785717153,131.339988698528,0.00761382736445455,0.017011004457,0.0106104238277,10.00647321
"7-3",6,"25",2013-05-16,18.83,163.41647967,0.1505850336594,125.045627327019,0.00799708091659055,0.0164581463412,0.0129568199994,9.143414634
"7-4",1,"10",2013-03-07,16.7,198.48684282,0.1683177630078,99.2170980743495,0.0100789079645389,0.033051951219,0.0086302857732,15.73902439
"7-4",2,"10",2013-03-22,9.28,78.568213854,0.0921431786146,100.712826923572,0.00992922183346983,0.0007975903614,0.007059231024,0.7975903614
"7-4",3,"10",2013-04-08,15.655,152.04097985,0.13143364812325,119.109529588038,0.00839563386287129,0.00957469113795,0.0139916607388,6.177220089
"7-4",4,"10",2013-04-17,11.65,92.43974751,0.1179828328237,98.7431791658065,0.0101272817874421,0.0053392164176,0.0066779507587,4.107089552
"7-4",5,"10",2013-05-01,18.84,127.76720158,0.1395572477472,134.998363066944,0.00740749722649682,0.0099145945952,0.0105281576576,6.196621622
"7-4",6,"10",2013-05-16,16.16,142.13068452,0.1201017041672,134.552628641329,0.0074320361489604,0.010486875,0.0094114208328,7.490625
"7-5",1,"20",2013-03-07,18.6,226.96623014,0.1391460785748,133.67246990005,0.0074809719663871,0.033788571426,0.0070653499992,18.77142857
"7-5",2,"20",2013-03-22,16.94,278.42097101,0.144315805798,117.381460099464,0.00851923292786305,0.04798928572,0.007694908482,23.99464286
"7-5",3,"20",2013-04-08,16.045,251.09715025,0.15352508419875,104.51060869785,0.00956840661880648,0.036022628003,0.01545228779825,17.57201366
"7-5",4,"20",2013-04-17,26.91,138.98490768,0.1894233203104,142.062761627785,0.00703914233780751,0.0208232374108,0.0097534422788,9.465107914
"7-5",5,"20",2013-05-01,23.24,136.8908817,0.189884006026,122.390508218043,0.00817056824552496,0.0185094642854,0.0116065296886,8.413392857
"7-5",6,"20",2013-05-16,22.91,210.74424279,0.1657437090141,138.225457462467,0.00723455735548232,0.02575125,0.0185050409859,12.2625
"7-6",1,"5",2013-03-07,19.7,182.98345276,0.1470629785032,133.956215224971,0.00746512581234518,0.025846451604,0.0070905698928,14.35913978
"7-6",2,"5",2013-03-22,19.72,226.300938,0.17021379364,115.85430051402,0.00863153111764706,0.04242173914,0.00736446722,19.2826087
"7-6",3,"5",2013-04-08,8.925,246.03172851,0.0678571444341,131.526312732885,0.00760304139317647,0.017170594785,0.0049722607809,19.07843865
"7-6",4,"5",2013-04-17,18.06,171.93595212,0.1821740905336,99.1359415990554,0.0100871589442746,0.022938367342,0.0148875421244,10.42653061
"7-6",6,"5",2013-05-16,9.25,120.21324879,0.0967765426331,95.5810132117312,0.0104623289333081,0.0031702427185,0.0100532146484,2.882038835
"7-8",1,"35",2013-03-07,29.9,148.95350631,0.1787197636749,167.301026955192,0.00597724962123411,0.021308823522,0.0099714128031,10.14705882
"7-8",2,"35",2013-03-22,32.13,157.43519707,0.2022155527032,158.889855752878,0.0062936679957423,0.0205783783776,0.0172060689192,8.574324324
"7-8",3,"35",2013-04-08,22.72,205.01765417,0.18682085127005,121.61383403161,0.00822274873547755,0.0329195833255,0.01525956540445,14.00833333
"7-8",4,"35",2013-04-17,22.42,198.5520298,0.184333033146,121.627684508627,0.00822181236155219,0.033386142867,0.012280823987,14.51571429
"7-8",5,"35",2013-05-01,13.1,227.15412444,0.1236553400896,105.939622102109,0.0094393389381374,0.02645217392,0.0098924859904,16.5326087
"7-8",6,"35",2013-05-16,19.39,276.16935697,0.2099108864787,92.3725316264983,0.0108257290602733,0.054375,0.0257141135213,18.75
