"pot","plot","ID","Date","count","volume"
6,6,"6-6",2013-05-13,40,"15"
6,6,"6-6",2013-05-21,41,"15"
6,6,"6-6",2013-03-25,65,"15"
6,6,"6-6",2013-02-03,24,"15"
6,6,"6-6",2013-05-06,39,"15"
6,6,"6-6",2013-02-25,46,"15"
6,6,"6-6",2013-04-08,61,"15"
6,6,"6-6",2013-02-11,44,"15"
6,6,"6-6",2013-04-29,43,"15"
6,6,"6-6",2013-04-02,63,"15"
6,6,"6-6",2013-04-22,46,"15"
6,6,"6-6",2013-02-18,52,"15"
6,6,"6-6",2013-03-04,64,"15"
6,7,"7-6",2013-02-03,37,"5"
6,7,"7-6",2013-04-22,27,"5"
6,7,"7-6",2013-05-13,23,"5"
6,7,"7-6",2013-02-18,66,"5"
6,7,"7-6",2013-05-21,20,"5"
6,7,"7-6",2013-03-18,53,"5"
6,7,"7-6",2013-03-04,52,"5"
6,7,"7-6",2013-01-29,25,"5"
6,7,"7-6",2013-04-02,45,"5"
6,7,"7-6",2013-02-25,50,"5"
6,7,"7-6",2013-05-06,22,"5"
6,7,"7-6",2013-01-21,22,"5"
6,7,"7-6",2013-02-11,44,"5"
6,7,"7-6",2013-04-08,35,"5"
6,7,"7-6",2013-03-25,46,"5"
6,7,"7-6",2013-04-15,28,"5"
6,7,"7-6",2013-03-11,49,"5"
6,7,"7-6",2013-04-29,24,"5"
7,1,"1-7",2013-04-22,155,"35"
7,1,"1-7",2013-02-25,36,"35"
7,1,"1-7",2013-04-08,157,"35"
7,1,"1-7",2013-02-03,22,"35"
7,1,"1-7",2013-02-18,29,"35"
7,1,"1-7",2013-04-02,115,"35"
7,1,"1-7",2013-04-29,151,"35"
7,1,"1-7",2013-03-11,69,"35"
7,1,"1-7",2013-01-29,18,"35"
7,1,"1-7",2013-05-21,133,"35"
7,1,"1-7",2013-03-25,113,"35"
7,1,"1-7",2013-04-15,160,"35"
7,1,"1-7",2013-01-21,17,"35"
7,1,"1-7",2013-05-13,137,"35"
7,1,"1-7",2013-03-18,91,"35"
7,1,"1-7",2013-03-04,65,"35"
7,1,"1-7",2013-02-11,28,"35"
7,1,"1-7",2013-05-06,148,"35"
7,2,"2-7",2013-03-18,32,"35"
7,2,"2-7",2013-03-04,17,"35"
7,2,"2-7",2013-04-02,30,"35"
7,2,"2-7",2013-02-25,15,"35"
7,2,"2-7",2013-03-25,29,"35"
7,2,"2-7",2013-01-29,16,"35"
7,2,"2-7",2013-04-29,30,"35"
7,2,"2-7",2013-02-03,17,"35"
7,2,"2-7",2013-01-21,14,"35"
7,2,"2-7",2013-02-11,17,"35"
7,2,"2-7",2013-04-22,30,"35"
7,2,"2-7",2013-05-13,30,"35"
7,2,"2-7",2013-04-15,32,"35"
7,2,"2-7",2013-05-06,29,"35"
7,2,"2-7",2013-02-18,17,"35"
7,2,"2-7",2013-03-11,27,"35"
7,2,"2-7",2013-05-21,27,"35"
7,2,"2-7",2013-04-08,31,"35"
7,3,"3-7",2013-02-25,22,"15"
7,3,"3-7",2013-05-13,28,"15"
7,3,"3-7",2013-03-04,23,"15"
7,3,"3-7",2013-03-18,35,"15"
7,3,"3-7",2013-05-21,32,"15"
7,3,"3-7",2013-04-29,33,"15"
7,3,"3-7",2013-03-25,41,"15"
7,3,"3-7",2013-05-06,29,"15"
7,3,"3-7",2013-02-18,22,"15"
7,3,"3-7",2013-01-29,17,"15"
7,3,"3-7",2013-04-08,47,"15"
7,3,"3-7",2013-03-11,24,"15"
7,3,"3-7",2013-02-11,16,"15"
7,3,"3-7",2013-04-15,45,"15"
7,3,"3-7",2013-04-02,44,"15"
7,3,"3-7",2013-01-21,17,"15"
7,3,"3-7",2013-04-22,37,"15"
7,4,"4-7",2013-01-21,17,"20"
7,4,"4-7",2013-05-21,116,"20"
7,4,"4-7",2013-02-11,56,"20"
7,4,"4-7",2013-05-06,97,"20"
7,4,"4-7",2013-03-18,69,"20"
7,4,"4-7",2013-04-15,59,"20"
7,4,"4-7",2013-02-25,69,"20"
7,4,"4-7",2013-03-11,67,"20"
7,4,"4-7",2013-05-13,100,"20"
7,4,"4-7",2013-04-02,62,"20"
7,4,"4-7",2013-03-25,65,"20"
7,4,"4-7",2013-02-18,63,"20"
7,4,"4-7",2013-01-29,11,"20"
7,4,"4-7",2013-03-04,67,"20"
7,4,"4-7",2013-04-29,88,"20"
7,4,"4-7",2013-04-22,78,"20"
7,4,"4-7",2013-04-08,62,"20"
7,5,"5-7",2013-04-15,91,"35"
7,5,"5-7",2013-04-22,88,"35"
7,5,"5-7",2013-03-11,74,"35"
7,5,"5-7",2013-01-21,13,"35"
7,5,"5-7",2013-05-13,76,"35"
7,5,"5-7",2013-03-18,86,"35"
7,5,"5-7",2013-01-29,10,"35"
7,5,"5-7",2013-04-02,100,"35"
7,5,"5-7",2013-02-03,10,"35"
7,5,"5-7",2013-02-25,65,"35"
7,5,"5-7",2013-05-06,77,"35"
7,5,"5-7",2013-04-08,94,"35"
7,5,"5-7",2013-02-11,40,"35"
7,5,"5-7",2013-03-04,70,"35"
7,5,"5-7",2013-05-21,75,"35"
7,5,"5-7",2013-02-18,56,"35"
7,5,"5-7",2013-03-25,93,"35"
7,5,"5-7",2013-04-29,84,"35"
7,6,"6-7",2013-03-11,56,"25"
7,6,"6-7",2013-05-06,62,"25"
7,6,"6-7",2013-02-11,46,"25"
7,6,"6-7",2013-02-18,60,"25"
7,6,"6-7",2013-01-21,22,"25"
7,6,"6-7",2013-03-18,57,"25"
7,6,"6-7",2013-05-13,64,"25"
7,6,"6-7",2013-01-29,24,"25"
7,6,"6-7",2013-04-08,65,"25"
7,6,"6-7",2013-04-29,63,"25"
7,6,"6-7",2013-02-25,64,"25"
7,6,"6-7",2013-04-02,69,"25"
7,6,"6-7",2013-02-03,32,"25"
7,6,"6-7",2013-04-22,65,"25"
7,6,"6-7",2013-04-15,63,"25"
7,6,"6-7",2013-05-21,62,"25"
7,6,"6-7",2013-03-04,64,"25"
7,6,"6-7",2013-03-25,56,"25"
8,1,"1-8",2013-01-29,13,"5"
8,1,"1-8",2013-04-08,76,"5"
8,1,"1-8",2013-02-11,70,"5"
8,1,"1-8",2013-04-22,64,"5"
8,1,"1-8",2013-01-21,22,"5"
8,1,"1-8",2013-04-02,72,"5"
8,1,"1-8",2013-04-29,59,"5"
8,1,"1-8",2013-02-18,74,"5"
8,1,"1-8",2013-05-13,50,"5"
8,1,"1-8",2013-03-18,70,"5"
8,1,"1-8",2013-03-04,83,"5"
8,1,"1-8",2013-02-03,60,"5"
8,1,"1-8",2013-05-06,52,"5"
8,1,"1-8",2013-02-25,84,"5"
8,1,"1-8",2013-05-21,57,"5"
8,1,"1-8",2013-04-15,75,"5"
8,1,"1-8",2013-03-25,76,"5"
8,1,"1-8",2013-03-11,69,"5"
8,2,"2-8",2013-02-25,75,"10"
8,2,"2-8",2013-04-15,60,"10"
8,2,"2-8",2013-03-18,73,"10"
8,2,"2-8",2013-02-03,47,"10"
8,2,"2-8",2013-05-13,41,"10"
8,2,"2-8",2013-01-29,16,"10"
8,2,"2-8",2013-02-18,80,"10"
8,2,"2-8",2013-01-21,19,"10"
8,2,"2-8",2013-04-02,71,"10"
8,2,"2-8",2013-04-08,65,"10"
8,2,"2-8",2013-02-11,68,"10"
8,2,"2-8",2013-04-29,45,"10"
8,2,"2-8",2013-05-21,41,"10"
8,2,"2-8",2013-04-22,50,"10"
8,2,"2-8",2013-05-06,45,"10"
8,2,"2-8",2013-03-11,82,"10"
8,2,"2-8",2013-03-04,76,"10"
8,2,"2-8",2013-03-25,78,"10"
8,4,"4-8",2013-05-21,233,"1000"
8,4,"4-8",2013-03-25,120,"1000"
8,4,"4-8",2013-03-11,68,"1000"
8,4,"4-8",2013-04-22,221,"1000"
8,4,"4-8",2013-02-11,31,"1000"
8,4,"4-8",2013-02-18,36,"1000"
8,4,"4-8",2013-05-06,225,"1000"
8,4,"4-8",2013-01-21,18,"1000"
8,4,"4-8",2013-04-15,226,"1000"
8,4,"4-8",2013-03-18,89,"1000"
8,4,"4-8",2013-03-04,52,"1000"
8,4,"4-8",2013-02-25,42,"1000"
8,4,"4-8",2013-05-13,231,"1000"
8,4,"4-8",2013-01-29,17,"1000"
8,4,"4-8",2013-04-29,226,"1000"
8,4,"4-8",2013-04-02,147,"1000"
8,4,"4-8",2013-04-08,199,"1000"
8,5,"5-8",2013-03-11,31,"5"
8,5,"5-8",2013-05-13,11,"5"
8,5,"5-8",2013-01-21,16,"5"
8,5,"5-8",2013-01-29,16,"5"
8,5,"5-8",2013-04-22,13,"5"
8,5,"5-8",2013-02-03,14,"5"
8,5,"5-8",2013-03-18,28,"5"
8,5,"5-8",2013-04-02,28,"5"
8,5,"5-8",2013-05-21,13,"5"
8,5,"5-8",2013-04-15,16,"5"
8,5,"5-8",2013-05-06,12,"5"
8,5,"5-8",2013-04-08,24,"5"
8,5,"5-8",2013-02-18,18,"5"
8,5,"5-8",2013-02-11,15,"5"
8,5,"5-8",2013-03-04,26,"5"
8,5,"5-8",2013-02-25,23,"5"
8,5,"5-8",2013-04-29,13,"5"
8,5,"5-8",2013-03-25,26,"5"
8,6,"6-8",2013-03-11,103,"1000"
8,6,"6-8",2013-01-21,16,"1000"
8,6,"6-8",2013-04-15,206,"1000"
8,6,"6-8",2013-05-06,197,"1000"
8,6,"6-8",2013-05-13,187,"1000"
8,6,"6-8",2013-04-29,197,"1000"
8,6,"6-8",2013-02-18,64,"1000"
8,6,"6-8",2013-02-03,15,"1000"
8,6,"6-8",2013-01-29,16,"1000"
8,6,"6-8",2013-04-22,202,"1000"
8,6,"6-8",2013-05-21,185,"1000"
8,6,"6-8",2013-02-11,27,"1000"
8,6,"6-8",2013-04-02,174,"1000"
8,6,"6-8",2013-03-18,124,"1000"
8,6,"6-8",2013-03-25,140,"1000"
8,6,"6-8",2013-02-25,74,"1000"
8,6,"6-8",2013-04-08,200,"1000"
8,6,"6-8",2013-03-04,80,"1000"
8,7,"7-8",2013-03-18,105,"35"
8,7,"7-8",2013-02-18,67,"35"
8,7,"7-8",2013-05-13,74,"35"
8,7,"7-8",2013-04-22,83,"35"
8,7,"7-8",2013-04-29,76,"35"
8,7,"7-8",2013-03-25,102,"35"
8,7,"7-8",2013-01-21,16,"35"
8,7,"7-8",2013-01-29,13,"35"
8,7,"7-8",2013-02-03,30,"35"
8,7,"7-8",2013-04-08,98,"35"
8,7,"7-8",2013-02-25,76,"35"
8,7,"7-8",2013-03-11,80,"35"
8,7,"7-8",2013-05-06,71,"35"
8,7,"7-8",2013-04-02,105,"35"
8,7,"7-8",2013-04-15,98,"35"
8,7,"7-8",2013-03-04,65,"35"
8,7,"7-8",2013-02-11,46,"35"
8,7,"7-8",2013-05-21,74,"35"
